scenario,sim_time,day_time,job_id,source,event_type,technician,station,remaining_time,outcome,wait_time,turnaround_time,service_time,generated_at
Extra Gen/Spec Tech/Station,564.3970680890285,Day 23 - Wednesday 12:24,PROD-14,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,564.3970680890285,Day 23 - Wednesday 12:24,PROD-14,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,564.8970680890285,Day 23 - Wednesday 12:54,PROD-14,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,565.531542041883,Day 23 - Wednesday 13:32,ADVEX-8,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,565.531542041883,Day 23 - Wednesday 13:32,ADVEX-8,Advance Exchange,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,565.681542041883,Day 23 - Wednesday 13:41,ADVEX-8,Advance Exchange,finished,Tech 1,Station 1,0,repaired,0.0,0.14999999999997726,0.15,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,567.5,Day 23 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,212.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,583.0,Day 24 - Thursday 07:00,RMA-18,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,583.0,Day 24 - Thursday 07:00,RMA-18,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,591.5,Day 24 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,203.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,591.5,Day 24 - Thursday 15:30,RMA-18,Customer RMA,paused,Tech 1,Station 1,6.800000000000001,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,607.0,Day 25 - Friday 07:00,PROD-15,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,607.0,Day 25 - Friday 07:00,RMA-19,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,607.0,Day 25 - Friday 07:00,PROD-15,Production Failure,started,Tech 3,Station 2,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,607.0,Day 25 - Friday 07:00,RMA-19,Customer RMA,started,Tech 4,Station 4,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,607.5,Day 25 - Friday 07:30,PROD-15,Production Failure,finished,Tech 3,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,613.8,Day 25 - Friday 13:48,RMA-18,Customer RMA,finished,Tech 1,Station 1,0,repaired,0.0,30.799999999999955,15.3,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,614.8,Day 25 - Friday 14:48,RMA-19,Customer RMA,finished,Tech 4,Station 4,0,repaired,0.0,7.7999999999999545,7.8,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,615.5,Day 25 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,195.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,679.0,Day 28 - Monday 07:00,RMA-20,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,679.0,Day 28 - Monday 07:00,PROD-16,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,679.0,Day 28 - Monday 07:00,RMA-20,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,679.0,Day 28 - Monday 07:00,PROD-16,Production Failure,started,Tech 3,Station 2,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,679.0333333333333,Day 28 - Monday 07:02,RMA-20,Customer RMA,finished,Tech 1,Station 1,0,repaired,0.0,0.03333333333330302,0.03333333333333333,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,679.5,Day 28 - Monday 07:30,PROD-16,Production Failure,finished,Tech 3,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,687.5,Day 28 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,186.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,703.0,Day 29 - Tuesday 07:00,PROD-17,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,703.0,Day 29 - Tuesday 07:00,RMA-21,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,703.0,Day 29 - Tuesday 07:00,PROD-17,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,703.0,Day 29 - Tuesday 07:00,RMA-21,Customer RMA,started,Tech 3,Station 4,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,703.5,Day 29 - Tuesday 07:30,PROD-17,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,705.7961717320215,Day 29 - Tuesday 09:48,RESHIP-8,Reship,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,705.7961717320215,Day 29 - Tuesday 09:48,RESHIP-8,Reship,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,706.8894345082053,Day 29 - Tuesday 10:53,RESHIP-8,Reship,finished,Tech 1,Station 1,0,reshipped,0.0,1.093262776183792,1.093262776183836,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,711.5,Day 29 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,178.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,711.5,Day 29 - Tuesday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,80.55,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,727.0,Day 30 - Wednesday 07:00,RMA-22,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,727.0,Day 30 - Wednesday 07:00,PROD-18,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,727.0,Day 30 - Wednesday 07:00,RMA-22,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,727.0,Day 30 - Wednesday 07:00,PROD-18,Production Failure,started,Tech 4,Station 2,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,727.0666666666667,Day 30 - Wednesday 07:04,RMA-22,Customer RMA,finished,Tech 1,Station 1,0,repaired,0.0,0.06666666666671972,0.06666666666666667,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,727.5,Day 30 - Wednesday 07:30,PROD-18,Production Failure,finished,Tech 4,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,735.5,Day 30 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,169.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,735.5,Day 30 - Wednesday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,72.05,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,751.0,Day 31 - Thursday 07:00,RMA-23,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,751.0,Day 31 - Thursday 07:00,PROD-19,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,751.0,Day 31 - Thursday 07:00,PROD-19,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,751.5,Day 31 - Thursday 07:30,PROD-19,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,759.5,Day 31 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,161.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,759.5,Day 31 - Thursday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,63.55,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,775.0,Day 32 - Friday 07:00,RMA-24,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,775.0,Day 32 - Friday 07:00,RMA-24,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,775.0333333333333,Day 32 - Friday 07:02,RMA-24,Customer RMA,finished,Tech 1,Station 1,0,repaired,0.0,0.03333333333330302,0.03333333333333333,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,780.3600314546908,Day 32 - Friday 12:22,RMA-25,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,780.3600314546908,Day 32 - Friday 12:22,RMA-25,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,783.5,Day 32 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,152.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,783.5,Day 32 - Friday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,55.05,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,783.5,Day 32 - Friday 15:30,RMA-25,Customer RMA,paused,Tech 1,Station 1,0.8766981213574505,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,847.0,Day 35 - Monday 07:00,RMA-26,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,847.8766981213574,Day 35 - Monday 07:53,RMA-25,Customer RMA,finished,Tech 1,Station 1,0,repaired,0.0,67.51666666666665,4.016666666666667,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,855.5,Day 35 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,144.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,855.5,Day 35 - Monday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,46.55,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,871.0,Day 36 - Tuesday 07:00,RMA-27,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,871.0,Day 36 - Tuesday 07:00,RMA-27,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,871.65,Day 36 - Tuesday 07:39,RMA-27,Customer RMA,finished,Tech 1,Station 1,0,rtv,0.0,0.6499999999999773,0.65,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,879.5,Day 36 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,135.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,879.5,Day 36 - Tuesday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,38.05,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,895.0,Day 37 - Wednesday 07:00,RMA-28,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,895.0,Day 37 - Wednesday 07:00,RMA-28,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,895.25,Day 37 - Wednesday 07:15,RMA-28,Customer RMA,finished,Tech 1,Station 1,0,repaired,0.0,0.25,0.25,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,903.5,Day 37 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,127.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,903.5,Day 37 - Wednesday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,29.549999999999997,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,927.5,Day 38 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,118.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,927.5,Day 38 - Thursday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,21.049999999999997,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,951.5,Day 39 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,110.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,951.5,Day 39 - Friday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,12.549999999999997,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1023.5,Day 42 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,101.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1023.5,Day 42 - Monday 15:30,RMA-21,Customer RMA,paused,Tech 3,Station 4,4.049999999999997,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1043.05,Day 43 - Tuesday 11:03,RMA-21,Customer RMA,finished,Tech 3,Station 4,0,repaired,0.0,340.04999999999995,89.05,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1043.05,Day 43 - Tuesday 11:03,RMA-23,Customer RMA,started,Tech 3,Station 4,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1043.05,Day 43 - Tuesday 11:03,RMA-26,Customer RMA,started,Tech 4,Station 1,,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1043.7666666666667,Day 43 - Tuesday 11:46,RMA-23,Customer RMA,finished,Tech 3,Station 4,0,rtv,292.04999999999995,292.76666666666665,0.7166666666666667,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1047.5,Day 43 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,93.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1047.5,Day 43 - Tuesday 15:30,RMA-26,Customer RMA,paused,Tech 4,Station 1,6.166666666666622,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1069.1666666666665,Day 44 - Wednesday 13:10,RMA-26,Customer RMA,finished,Tech 4,Station 1,0,repaired,196.04999999999995,222.16666666666652,10.616666666666667,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1071.5,Day 44 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,84.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1095.5,Day 45 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,76.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1119.5,Day 46 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,67.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1191.5,Day 49 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,59.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1215.5,Day 50 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,50.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1239.5,Day 51 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,42.34377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1263.5,Day 52 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,33.84377808869647,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1287.5,Day 53 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,25.343778088696467,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1359.5,Day 56 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,16.843778088696467,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1383.5,Day 57 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 2,Station 3,8.343778088696467,,,,,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station,1407.3437780886966,Day 58 - Wednesday 15:21,RMA-7,Customer RMA,finished,Tech 2,Station 3,0,scrap,0.0,1176.1333333333334,297.6333333333333,2026-07-16T19:34:27.478786
Extra Gen/Spec Tech/Station and doubled Customer RMAs,7.0,Day 0 - Monday 07:00,ADVEX-1,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,7.0,Day 0 - Monday 07:00,ADVEX-1,Advance Exchange,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,7.066666666666666,Day 0 - Monday 07:04,ADVEX-1,Advance Exchange,finished,Tech 1,Station 1,0,repaired,0.0,0.06666666666666643,0.06666666666666667,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,9.605390159286008,Day 0 - Monday 09:36,PROD-1,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,9.605390159286008,Day 0 - Monday 09:36,PROD-1,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,10.105390159286008,Day 0 - Monday 10:06,PROD-1,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,13.346588104044207,Day 0 - Monday 13:21,PROD-2,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,13.346588104044207,Day 0 - Monday 13:21,PROD-2,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,13.846588104044207,Day 0 - Monday 13:51,PROD-2,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,31.0,Day 1 - Tuesday 07:00,RMA-1,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,31.0,Day 1 - Tuesday 07:00,RESHIP-1,Reship,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,31.0,Day 1 - Tuesday 07:00,RMA-1,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,31.0,Day 1 - Tuesday 07:00,RESHIP-1,Reship,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,31.383333333333333,Day 1 - Tuesday 07:23,RMA-1,Customer RMA,finished,Tech 1,Station 1,0,repaired,0.0,0.38333333333333286,0.38333333333333336,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,32.86930032079293,Day 1 - Tuesday 08:52,RESHIP-1,Reship,finished,Tech 2,Station 2,0,reshipped,0.0,1.8693003207929308,1.869300320792934,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.0,Day 2 - Wednesday 07:00,RMA-2,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.0,Day 2 - Wednesday 07:00,RESHIP-2,Reship,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.0,Day 2 - Wednesday 07:00,PROD-3,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.0,Day 2 - Wednesday 07:00,RMA-2,Customer RMA,bumped,,,2.1666666666666665,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.0,Day 2 - Wednesday 07:00,RESHIP-2,Reship,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.0,Day 2 - Wednesday 07:00,PROD-3,Production Failure,started,Tech 3,Station 2,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.0,Day 2 - Wednesday 07:00,RMA-2,Customer RMA,started,Tech 2,Station 3,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,55.5,Day 2 - Wednesday 07:30,PROD-3,Production Failure,finished,Tech 3,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,56.09671637683346,Day 2 - Wednesday 08:06,RESHIP-2,Reship,finished,Tech 1,Station 1,0,reshipped,0.0,1.096716376833463,1.096716376833464,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,57.166666666666664,Day 2 - Wednesday 09:10,RMA-2,Customer RMA,finished,Tech 2,Station 3,0,rtv,0.0,2.1666666666666643,2.1666666666666665,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,79.0,Day 3 - Thursday 07:00,RMA-3,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,79.0,Day 3 - Thursday 07:00,RMA-3,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,79.28333333333333,Day 3 - Thursday 07:17,RMA-3,Customer RMA,finished,Tech 1,Station 1,0,rtv,0.0,0.28333333333333144,0.2833333333333333,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,103.0,Day 4 - Friday 07:00,ADVEX-2,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,103.0,Day 4 - Friday 07:00,ADVEX-2,Advance Exchange,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,104.21216658437203,Day 4 - Friday 08:13,RMA-4,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,104.21216658437203,Day 4 - Friday 08:13,RMA-4,Customer RMA,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,104.75379101697072,Day 4 - Friday 08:45,PROD-4,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,104.75379101697072,Day 4 - Friday 08:45,PROD-4,Production Failure,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,105.25379101697072,Day 4 - Friday 09:15,PROD-4,Production Failure,finished,Tech 2,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,107.43754439090402,Day 4 - Friday 11:26,ADVEX-3,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,107.43754439090402,Day 4 - Friday 11:26,ADVEX-3,Advance Exchange,started,Tech 4,Station 4,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,109.38754439090403,Day 4 - Friday 13:23,ADVEX-3,Advance Exchange,finished,Tech 4,Station 4,0,repaired,0.0,1.9500000000000028,1.95,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,111.5,Day 4 - Friday 15:30,ADVEX-2,Advance Exchange,paused,Tech 3,Station 3,3.6500000000000004,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,111.5,Day 4 - Friday 15:30,RMA-4,Customer RMA,paused,Tech 1,Station 1,1.0121665843720287,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,PROD-5,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,ADVEX-4,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,RESHIP-3,Reship,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,RMA-5,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,RMA-4,Customer RMA,interrupted,Tech 1,Station 1,1.0121665843720287,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,PROD-5,Production Failure,started,Tech 1,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,ADVEX-4,Advance Exchange,started,Tech 4,Station 2,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.0,Day 7 - Monday 07:00,RMA-4,Customer RMA,started,Tech 2,Station 4,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,175.5,Day 7 - Monday 07:30,PROD-5,Production Failure,finished,Tech 1,Station 1,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,176.01216658437204,Day 7 - Monday 08:01,RMA-4,Customer RMA,finished,Tech 2,Station 4,0,scrap,0.0,71.80000000000001,8.3,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,178.65,Day 7 - Monday 10:39,ADVEX-2,Advance Exchange,finished,Tech 3,Station 3,0,repaired,0.0,75.65,12.15,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,178.65,Day 7 - Monday 10:39,RESHIP-3,Reship,started,Tech 3,Station 1,,,,,,2026-07-16T19:34:27.635608
Extra Gen/Spec Tech/Station and doubled Customer RMAs,180.57539117962122,Day 7 - Monday 12:35,RESHIP-3,Reship,finished,Tech 3,Station 1,0,reshipped,3.6500000000000057,5.575391179621221,1.9253911796212178,2026-07-16T19:34:27.635608
