scenario,sim_time,day_time,job_id,source,event_type,technician,station,remaining_time,outcome,wait_time,turnaround_time,service_time,generated_at
100% w/ no preemption,343.0,Day 14 - Monday 07:00,RESHIP-5,Reship,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,344.5369703304088,Day 14 - Monday 08:32,RESHIP-5,Reship,finished,Tech 2,Station 2,0,reshipped,0.0,1.536970330408792,1.5369703304087952,2026-07-16T19:34:27.953797
100% w/ no preemption,344.5369703304088,Day 14 - Monday 08:32,PROD-9,Production Failure,started,Tech 3,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,345.0369703304088,Day 14 - Monday 09:02,PROD-9,Production Failure,finished,Tech 3,Station 2,0,rtv,1.536970330408792,2.036970330408792,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,345.0369703304088,Day 14 - Monday 09:02,RMA-10,Customer RMA,started,Tech 3,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,345.07030366374215,Day 14 - Monday 09:04,RMA-10,Customer RMA,finished,Tech 3,Station 2,0,rtv,2.036970330408792,2.070303663742152,0.03333333333333333,2026-07-16T19:34:27.953797
100% w/ no preemption,351.5,Day 14 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,271.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,375.5,Day 15 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,263.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,391.0,Day 16 - Wednesday 07:00,RMA-11,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,391.0,Day 16 - Wednesday 07:00,RMA-11,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,392.8666666666667,Day 16 - Wednesday 08:52,RMA-11,Customer RMA,finished,Tech 2,Station 2,0,scrap,0.0,1.8666666666666742,1.8666666666666667,2026-07-16T19:34:27.953797
100% w/ no preemption,399.5,Day 16 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,254.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,415.0,Day 17 - Thursday 07:00,RMA-12,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,415.0,Day 17 - Thursday 07:00,RMA-12,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,418.9166666666667,Day 17 - Thursday 10:55,RMA-12,Customer RMA,finished,Tech 2,Station 2,0,repaired,0.0,3.9166666666666856,3.9166666666666665,2026-07-16T19:34:27.953797
100% w/ no preemption,419.4845954195339,Day 17 - Thursday 11:29,RMA-13,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,419.4845954195339,Day 17 - Thursday 11:29,RMA-13,Customer RMA,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,423.5,Day 17 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,246.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,423.5,Day 17 - Thursday 15:30,RMA-13,Customer RMA,paused,Tech 3,Station 3,6.417928752867223,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,439.0,Day 18 - Friday 07:00,ADVEX-6,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,439.0,Day 18 - Friday 07:00,RMA-14,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,439.0,Day 18 - Friday 07:00,ADVEX-6,Advance Exchange,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,439.05,Day 18 - Friday 07:03,ADVEX-6,Advance Exchange,finished,Tech 2,Station 2,0,rtv,0.0,0.05000000000001137,0.05,2026-07-16T19:34:27.953797
100% w/ no preemption,439.05,Day 18 - Friday 07:03,RMA-14,Customer RMA,started,Tech 4,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,439.9032745130787,Day 18 - Friday 07:54,RESHIP-6,Reship,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,439.9032745130787,Day 18 - Friday 07:54,RESHIP-6,Reship,started,Tech 2,Station 4,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,441.66387667833595,Day 18 - Friday 09:40,RESHIP-6,Reship,finished,Tech 2,Station 4,0,reshipped,0.0,1.7606021652572394,1.7606021652572315,2026-07-16T19:34:27.953797
100% w/ no preemption,445.4179287528672,Day 18 - Friday 13:25,RMA-13,Customer RMA,finished,Tech 3,Station 3,0,rtv,0.0,25.933333333333337,10.433333333333334,2026-07-16T19:34:27.953797
100% w/ no preemption,447.5,Day 18 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,237.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,447.5,Day 18 - Friday 15:30,RMA-14,Customer RMA,paused,Tech 4,Station 2,13.816666666666677,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,511.0,Day 21 - Monday 07:00,RESHIP-7,Reship,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,511.0,Day 21 - Monday 07:00,RMA-15,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,511.0,Day 21 - Monday 07:00,ADVEX-7,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,511.0,Day 21 - Monday 07:00,PROD-10,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,511.0,Day 21 - Monday 07:00,RESHIP-7,Reship,started,Tech 2,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,511.0,Day 21 - Monday 07:00,RMA-15,Customer RMA,started,Tech 3,Station 4,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,512.5333333333333,Day 21 - Monday 08:32,RMA-15,Customer RMA,finished,Tech 3,Station 4,0,scrap,0.0,1.533333333333303,1.5333333333333334,2026-07-16T19:34:27.953797
100% w/ no preemption,512.5333333333333,Day 21 - Monday 08:32,ADVEX-7,Advance Exchange,started,Tech 3,Station 4,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,512.549803593495,Day 21 - Monday 08:33,RESHIP-7,Reship,finished,Tech 2,Station 3,0,reshipped,0.0,1.5498035934949712,1.549803593494944,2026-07-16T19:34:27.953797
100% w/ no preemption,515.9046889840156,Day 21 - Monday 11:54,PROD-11,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,515.9046889840156,Day 21 - Monday 11:54,PROD-11,Production Failure,started,Tech 2,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,516.4046889840156,Day 21 - Monday 12:24,PROD-11,Production Failure,finished,Tech 2,Station 3,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,519.5,Day 21 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,229.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,519.5,Day 21 - Monday 15:30,RMA-14,Customer RMA,paused,Tech 4,Station 2,5.316666666666677,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,519.5,Day 21 - Monday 15:30,ADVEX-7,Advance Exchange,paused,Tech 3,Station 4,2.8166666666666362,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,535.0,Day 22 - Tuesday 07:00,PROD-12,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,535.0,Day 22 - Tuesday 07:00,PROD-12,Production Failure,started,Tech 2,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,535.5,Day 22 - Tuesday 07:30,PROD-12,Production Failure,finished,Tech 2,Station 3,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,537.8166666666666,Day 22 - Tuesday 09:49,ADVEX-7,Advance Exchange,finished,Tech 3,Station 4,0,rtv,1.533333333333303,26.816666666666606,9.783333333333333,2026-07-16T19:34:27.953797
100% w/ no preemption,537.8166666666666,Day 22 - Tuesday 09:49,PROD-10,Production Failure,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,538.3166666666666,Day 22 - Tuesday 10:19,PROD-10,Production Failure,finished,Tech 3,Station 3,0,rtv,26.816666666666606,27.316666666666606,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,540.3166666666667,Day 22 - Tuesday 12:19,RMA-14,Customer RMA,finished,Tech 4,Station 2,0,scrap,0.05000000000001137,101.31666666666672,22.266666666666666,2026-07-16T19:34:27.953797
100% w/ no preemption,540.7979102878385,Day 22 - Tuesday 12:48,RMA-16,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,540.7979102878385,Day 22 - Tuesday 12:48,RMA-16,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,540.9979102878385,Day 22 - Tuesday 13:00,RMA-16,Customer RMA,finished,Tech 2,Station 2,0,repaired,0.0,0.20000000000004547,0.2,2026-07-16T19:34:27.953797
100% w/ no preemption,542.5739213303384,Day 22 - Tuesday 14:34,RMA-17,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,542.5739213303384,Day 22 - Tuesday 14:34,RMA-17,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,542.6739213303384,Day 22 - Tuesday 14:40,RMA-17,Customer RMA,finished,Tech 2,Station 2,0,rtv,0.0,0.10000000000002274,0.1,2026-07-16T19:34:27.953797
100% w/ no preemption,543.5,Day 22 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,220.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,559.0,Day 23 - Wednesday 07:00,PROD-13,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,559.0,Day 23 - Wednesday 07:00,PROD-13,Production Failure,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,559.5,Day 23 - Wednesday 07:30,PROD-13,Production Failure,finished,Tech 2,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,564.3970680890285,Day 23 - Wednesday 12:24,PROD-14,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,564.3970680890285,Day 23 - Wednesday 12:24,PROD-14,Production Failure,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,564.8970680890285,Day 23 - Wednesday 12:54,PROD-14,Production Failure,finished,Tech 2,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,565.531542041883,Day 23 - Wednesday 13:32,ADVEX-8,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,565.531542041883,Day 23 - Wednesday 13:32,ADVEX-8,Advance Exchange,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,565.681542041883,Day 23 - Wednesday 13:41,ADVEX-8,Advance Exchange,finished,Tech 2,Station 2,0,repaired,0.0,0.14999999999997726,0.15,2026-07-16T19:34:27.953797
100% w/ no preemption,567.5,Day 23 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,212.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,583.0,Day 24 - Thursday 07:00,RMA-18,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,583.0,Day 24 - Thursday 07:00,ADVEX-9,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,583.0,Day 24 - Thursday 07:00,RMA-18,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,583.1333333333333,Day 24 - Thursday 07:08,RMA-18,Customer RMA,finished,Tech 2,Station 2,0,repaired,0.0,0.13333333333332575,0.13333333333333333,2026-07-16T19:34:27.953797
100% w/ no preemption,583.1333333333333,Day 24 - Thursday 07:08,ADVEX-9,Advance Exchange,started,Tech 3,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,591.5,Day 24 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,203.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,591.5,Day 24 - Thursday 15:30,ADVEX-9,Advance Exchange,paused,Tech 3,Station 2,1.083333333333325,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,607.0,Day 25 - Friday 07:00,PROD-15,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,607.0,Day 25 - Friday 07:00,PROD-15,Production Failure,started,Tech 2,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,607.5,Day 25 - Friday 07:30,PROD-15,Production Failure,finished,Tech 2,Station 3,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,608.0833333333334,Day 25 - Friday 08:05,ADVEX-9,Advance Exchange,finished,Tech 3,Station 2,0,repaired,0.13333333333332575,25.08333333333337,9.45,2026-07-16T19:34:27.953797
100% w/ no preemption,615.5,Day 25 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,195.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,679.0,Day 28 - Monday 07:00,RMA-19,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,679.0,Day 28 - Monday 07:00,PROD-16,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,679.0,Day 28 - Monday 07:00,ADVEX-10,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,679.0,Day 28 - Monday 07:00,RMA-19,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,679.0,Day 28 - Monday 07:00,ADVEX-10,Advance Exchange,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,681.9805613200477,Day 28 - Monday 09:59,PROD-17,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,685.7036175976106,Day 28 - Monday 13:42,PROD-18,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,687.5,Day 28 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,186.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,687.5,Day 28 - Monday 15:30,RMA-19,Customer RMA,paused,Tech 2,Station 2,23.4,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,687.5,Day 28 - Monday 15:30,ADVEX-10,Advance Exchange,paused,Tech 3,Station 3,2.6500000000000004,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,703.0,Day 29 - Tuesday 07:00,RMA-20,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,703.0,Day 29 - Tuesday 07:00,PROD-19,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,704.537921893654,Day 29 - Tuesday 08:32,RMA-21,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,705.65,Day 29 - Tuesday 09:39,ADVEX-10,Advance Exchange,finished,Tech 3,Station 3,0,repaired,0.0,26.649999999999977,11.15,2026-07-16T19:34:27.953797
100% w/ no preemption,705.65,Day 29 - Tuesday 09:39,PROD-17,Production Failure,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,705.7961717320215,Day 29 - Tuesday 09:48,RESHIP-8,Reship,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,706.15,Day 29 - Tuesday 10:09,PROD-17,Production Failure,finished,Tech 3,Station 3,0,rtv,23.669438679952236,24.169438679952236,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,706.15,Day 29 - Tuesday 10:09,PROD-18,Production Failure,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,706.65,Day 29 - Tuesday 10:39,PROD-18,Production Failure,finished,Tech 3,Station 3,0,rtv,20.446382402389418,20.946382402389418,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,706.65,Day 29 - Tuesday 10:39,RMA-20,Customer RMA,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,711.5,Day 29 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,178.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,711.5,Day 29 - Tuesday 15:30,RMA-19,Customer RMA,paused,Tech 2,Station 2,14.899999999999999,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,711.5,Day 29 - Tuesday 15:30,RMA-20,Customer RMA,paused,Tech 3,Station 3,27.166666666666643,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,727.0,Day 30 - Wednesday 07:00,RESHIP-9,Reship,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,732.9499527989387,Day 30 - Wednesday 12:57,RESHIP-10,Reship,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,735.5,Day 30 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,169.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,735.5,Day 30 - Wednesday 15:30,RMA-19,Customer RMA,paused,Tech 2,Station 2,6.399999999999999,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,735.5,Day 30 - Wednesday 15:30,RMA-20,Customer RMA,paused,Tech 3,Station 3,18.666666666666643,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,751.0,Day 31 - Thursday 07:00,RMA-22,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,752.5821218768448,Day 31 - Thursday 08:35,ADVEX-11,Advance Exchange,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,756.2323891698759,Day 31 - Thursday 12:14,RMA-23,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,757.4,Day 31 - Thursday 13:24,RMA-19,Customer RMA,finished,Tech 2,Station 2,0,rtv,0.0,78.39999999999998,31.9,2026-07-16T19:34:27.953797
100% w/ no preemption,757.4,Day 31 - Thursday 13:24,PROD-16,Production Failure,started,Tech 4,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,757.9,Day 31 - Thursday 13:54,PROD-16,Production Failure,finished,Tech 4,Station 2,0,rtv,78.39999999999998,78.89999999999998,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,757.9,Day 31 - Thursday 13:54,PROD-19,Production Failure,started,Tech 4,Station 4,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,758.4,Day 31 - Thursday 14:24,PROD-19,Production Failure,finished,Tech 4,Station 4,0,rtv,54.89999999999998,55.39999999999998,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,758.4,Day 31 - Thursday 14:24,RMA-21,Customer RMA,started,Tech 4,Station 4,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,759.5,Day 31 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,161.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,759.5,Day 31 - Thursday 15:30,RMA-20,Customer RMA,paused,Tech 3,Station 3,10.166666666666643,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,759.5,Day 31 - Thursday 15:30,RMA-21,Customer RMA,paused,Tech 4,Station 4,11.466666666666644,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,775.0,Day 32 - Friday 07:00,RMA-24,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,775.0,Day 32 - Friday 07:00,RMA-24,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,783.5,Day 32 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,152.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,783.5,Day 32 - Friday 15:30,RMA-20,Customer RMA,paused,Tech 3,Station 3,1.666666666666643,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,783.5,Day 32 - Friday 15:30,RMA-21,Customer RMA,paused,Tech 4,Station 4,2.9666666666666437,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,783.5,Day 32 - Friday 15:30,RMA-24,Customer RMA,paused,Tech 2,Station 2,1.9499999999999993,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,847.0,Day 35 - Monday 07:00,RMA-25,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,848.6666666666666,Day 35 - Monday 08:40,RMA-20,Customer RMA,finished,Tech 3,Station 3,0,repaired,3.6499999999999773,145.66666666666663,32.016666666666666,2026-07-16T19:34:27.953797
100% w/ no preemption,848.6666666666666,Day 35 - Monday 08:40,RESHIP-8,Reship,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,848.95,Day 35 - Monday 08:57,RMA-24,Customer RMA,finished,Tech 2,Station 2,0,repaired,0.0,73.95000000000005,10.45,2026-07-16T19:34:27.953797
100% w/ no preemption,849.9666666666667,Day 35 - Monday 09:58,RMA-21,Customer RMA,finished,Tech 4,Station 4,0,repaired,53.86207810634596,145.42874477301268,12.566666666666666,2026-07-16T19:34:27.953797
100% w/ no preemption,849.9666666666667,Day 35 - Monday 09:58,RESHIP-9,Reship,started,Tech 4,Station 4,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,850.3285379786174,Day 35 - Monday 10:20,RESHIP-8,Reship,finished,Tech 3,Station 3,0,reshipped,142.87049493464508,144.53236624659587,1.6618713119507453,2026-07-16T19:34:27.953797
100% w/ no preemption,850.3285379786174,Day 35 - Monday 10:20,RESHIP-10,Reship,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,851.025149958674,Day 35 - Monday 11:02,RESHIP-9,Reship,finished,Tech 4,Station 4,0,reshipped,122.9666666666667,124.02514995867398,1.0584832920072995,2026-07-16T19:34:27.953797
100% w/ no preemption,851.025149958674,Day 35 - Monday 11:02,RMA-22,Customer RMA,started,Tech 4,Station 4,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,851.3786803158814,Day 35 - Monday 11:23,RESHIP-10,Reship,finished,Tech 3,Station 3,0,reshipped,117.37858517967868,118.42872751694267,1.0501423372639536,2026-07-16T19:34:27.953797
100% w/ no preemption,851.3786803158814,Day 35 - Monday 11:23,ADVEX-11,Advance Exchange,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,851.4453469825481,Day 35 - Monday 11:27,ADVEX-11,Advance Exchange,finished,Tech 3,Station 3,0,rtv,98.79655843903663,98.86322510570335,0.06666666666666667,2026-07-16T19:34:27.953797
100% w/ no preemption,851.4453469825481,Day 35 - Monday 11:27,RMA-23,Customer RMA,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,853.5120136492149,Day 35 - Monday 13:31,RMA-23,Customer RMA,finished,Tech 3,Station 3,0,repaired,95.21295781267224,97.27962447933896,2.066666666666667,2026-07-16T19:34:27.953797
100% w/ no preemption,853.5120136492149,Day 35 - Monday 13:31,RMA-25,Customer RMA,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,854.3120136492148,Day 35 - Monday 14:19,RMA-25,Customer RMA,finished,Tech 3,Station 3,0,repaired,6.51201364921485,7.312013649214805,0.8,2026-07-16T19:34:27.953797
100% w/ no preemption,855.0418166253406,Day 35 - Monday 15:03,RMA-22,Customer RMA,finished,Tech 4,Station 4,0,scrap,100.02514995867398,104.04181662534063,4.016666666666667,2026-07-16T19:34:27.953797
100% w/ no preemption,855.5,Day 35 - Monday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,144.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,871.0,Day 36 - Tuesday 07:00,RMA-26,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,871.0,Day 36 - Tuesday 07:00,PROD-20,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,871.0,Day 36 - Tuesday 07:00,RMA-26,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,871.05,Day 36 - Tuesday 07:03,RMA-26,Customer RMA,finished,Tech 2,Station 2,0,rtv,0.0,0.049999999999954525,0.05,2026-07-16T19:34:27.953797
100% w/ no preemption,871.05,Day 36 - Tuesday 07:03,PROD-20,Production Failure,started,Tech 3,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,871.55,Day 36 - Tuesday 07:33,PROD-20,Production Failure,finished,Tech 3,Station 2,0,rtv,0.049999999999954525,0.5499999999999545,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,879.5,Day 36 - Tuesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,135.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,895.0,Day 37 - Wednesday 07:00,RMA-27,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,895.0,Day 37 - Wednesday 07:00,RMA-27,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,900.3349055332424,Day 37 - Wednesday 12:20,PROD-21,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,900.3349055332424,Day 37 - Wednesday 12:20,PROD-21,Production Failure,started,Tech 3,Station 3,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,900.8349055332424,Day 37 - Wednesday 12:50,PROD-21,Production Failure,finished,Tech 3,Station 3,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,903.3333333333334,Day 37 - Wednesday 15:20,RMA-27,Customer RMA,finished,Tech 2,Station 2,0,scrap,0.0,8.333333333333371,8.333333333333334,2026-07-16T19:34:27.953797
100% w/ no preemption,903.5,Day 37 - Wednesday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,127.34377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,919.0,Day 38 - Thursday 07:00,PROD-22,Production Failure,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,919.0,Day 38 - Thursday 07:00,PROD-22,Production Failure,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,919.5,Day 38 - Thursday 07:30,PROD-22,Production Failure,finished,Tech 2,Station 2,0,rtv,0.0,0.5,0.5,2026-07-16T19:34:27.953797
100% w/ no preemption,927.5,Day 38 - Thursday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,118.84377808869647,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,948.8103214775796,Day 39 - Friday 12:49,RMA-28,Customer RMA,arrived,,,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,948.8103214775796,Day 39 - Friday 12:49,RMA-28,Customer RMA,started,Tech 2,Station 2,,,,,,2026-07-16T19:34:27.953797
100% w/ no preemption,951.5,Day 39 - Friday 15:30,RMA-7,Customer RMA,paused,Tech 1,Station 1,110.34377808869647,,,,,2026-07-16T19:34:27.953797
