metric,mean,std_dev,min,max,ci_95_lower,ci_95_upper
Average Wait Time (hrs),982.6487041259353,1459.8926856621165,0.7437709654713103,8548.540611268863,696.5097377361604,1268.78767051571
Average Turnaround Time (hrs),1080.3253674677344,1540.8207530252764,8.765603123976081,8949.823468695136,778.3244998747803,1382.3262350606885
Throughput (jobs/hr),0.025149156733827702,0.018154328627376478,0.002639582533948078,0.06061772346771866,0.021590908322861913,0.02870740514479349
