scenario,sim_time,day_time,tech_queue_length,station_queue_length,techs_busy,techs_idle,stations_busy,stations_idle,generated_at
no preemption,625,Day 26 - Saturday 01:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,630,Day 26 - Saturday 06:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,635,Day 26 - Saturday 11:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,640,Day 26 - Saturday 16:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,645,Day 26 - Saturday 21:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,650,Day 27 - Sunday 02:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,655,Day 27 - Sunday 07:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,660,Day 27 - Sunday 12:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,665,Day 27 - Sunday 17:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,670,Day 27 - Sunday 22:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,675,Day 28 - Monday 03:00,27,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,680,Day 28 - Monday 08:00,29,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,685,Day 28 - Monday 13:00,29,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,690,Day 28 - Monday 18:00,29,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,695,Day 28 - Monday 23:00,29,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,700,Day 29 - Tuesday 04:00,29,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,705,Day 29 - Tuesday 09:00,31,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,710,Day 29 - Tuesday 14:00,32,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,715,Day 29 - Tuesday 19:00,32,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,720,Day 30 - Wednesday 00:00,32,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,725,Day 30 - Wednesday 05:00,32,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,730,Day 30 - Wednesday 10:00,34,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,735,Day 30 - Wednesday 15:00,34,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,740,Day 30 - Wednesday 20:00,34,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,745,Day 31 - Thursday 01:00,34,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,750,Day 31 - Thursday 06:00,34,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,755,Day 31 - Thursday 11:00,36,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,760,Day 31 - Thursday 16:00,36,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,765,Day 31 - Thursday 21:00,36,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,770,Day 32 - Friday 02:00,36,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,775,Day 32 - Friday 07:00,37,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,780,Day 32 - Friday 12:00,37,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,785,Day 32 - Friday 17:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,790,Day 32 - Friday 22:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,795,Day 33 - Saturday 03:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,800,Day 33 - Saturday 08:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,805,Day 33 - Saturday 13:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,810,Day 33 - Saturday 18:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,815,Day 33 - Saturday 23:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,820,Day 34 - Sunday 04:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,825,Day 34 - Sunday 09:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,830,Day 34 - Sunday 14:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,835,Day 34 - Sunday 19:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,840,Day 35 - Monday 00:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,845,Day 35 - Monday 05:00,38,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,850,Day 35 - Monday 10:00,39,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,855,Day 35 - Monday 15:00,39,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,860,Day 35 - Monday 20:00,39,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,865,Day 36 - Tuesday 01:00,39,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,870,Day 36 - Tuesday 06:00,39,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,875,Day 36 - Tuesday 11:00,40,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,880,Day 36 - Tuesday 16:00,40,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,885,Day 36 - Tuesday 21:00,40,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,890,Day 37 - Wednesday 02:00,40,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,895,Day 37 - Wednesday 07:00,40,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,900,Day 37 - Wednesday 12:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,905,Day 37 - Wednesday 17:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,910,Day 37 - Wednesday 22:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,915,Day 38 - Thursday 03:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,920,Day 38 - Thursday 08:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,925,Day 38 - Thursday 13:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,930,Day 38 - Thursday 18:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,935,Day 38 - Thursday 23:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,940,Day 39 - Friday 04:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,945,Day 39 - Friday 09:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,950,Day 39 - Friday 14:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,955,Day 39 - Friday 19:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,960,Day 40 - Saturday 00:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,965,Day 40 - Saturday 05:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,970,Day 40 - Saturday 10:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,975,Day 40 - Saturday 15:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,980,Day 40 - Saturday 20:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,985,Day 41 - Sunday 01:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,990,Day 41 - Sunday 06:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption,995,Day 41 - Sunday 11:00,41,1,1,1,1,1,2026-07-15T19:35:45.754933
no preemption and +1 spec tech,0,Day 0 - Monday 00:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,5,Day 0 - Monday 05:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,10,Day 0 - Monday 10:00,0,0,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,15,Day 0 - Monday 15:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,20,Day 0 - Monday 20:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,25,Day 1 - Tuesday 01:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,30,Day 1 - Tuesday 06:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,35,Day 1 - Tuesday 11:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,40,Day 1 - Tuesday 16:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,45,Day 1 - Tuesday 21:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,50,Day 2 - Wednesday 02:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,55,Day 2 - Wednesday 07:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,60,Day 2 - Wednesday 12:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,65,Day 2 - Wednesday 17:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,70,Day 2 - Wednesday 22:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,75,Day 3 - Thursday 03:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,80,Day 3 - Thursday 08:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,85,Day 3 - Thursday 13:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,90,Day 3 - Thursday 18:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,95,Day 3 - Thursday 23:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,100,Day 4 - Friday 04:00,0,0,0,3,0,2,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,105,Day 4 - Friday 09:00,0,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,110,Day 4 - Friday 14:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,115,Day 4 - Friday 19:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,120,Day 5 - Saturday 00:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,125,Day 5 - Saturday 05:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,130,Day 5 - Saturday 10:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,135,Day 5 - Saturday 15:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,140,Day 5 - Saturday 20:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,145,Day 6 - Sunday 01:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,150,Day 6 - Sunday 06:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,155,Day 6 - Sunday 11:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,160,Day 6 - Sunday 16:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,165,Day 6 - Sunday 21:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,170,Day 7 - Monday 02:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,175,Day 7 - Monday 07:00,5,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,180,Day 7 - Monday 12:00,3,1,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,185,Day 7 - Monday 17:00,1,1,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,190,Day 7 - Monday 22:00,1,1,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,195,Day 8 - Tuesday 03:00,1,1,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,200,Day 8 - Tuesday 08:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,205,Day 8 - Tuesday 13:00,1,1,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,210,Day 8 - Tuesday 18:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,215,Day 8 - Tuesday 23:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,220,Day 9 - Wednesday 04:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,225,Day 9 - Wednesday 09:00,0,1,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,230,Day 9 - Wednesday 14:00,0,1,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,235,Day 9 - Wednesday 19:00,0,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,240,Day 10 - Thursday 00:00,0,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,245,Day 10 - Thursday 05:00,0,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,250,Day 10 - Thursday 10:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,255,Day 10 - Thursday 15:00,2,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,260,Day 10 - Thursday 20:00,2,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,265,Day 11 - Friday 01:00,2,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,270,Day 11 - Friday 06:00,2,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,275,Day 11 - Friday 11:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,280,Day 11 - Friday 16:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,285,Day 11 - Friday 21:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,290,Day 12 - Saturday 02:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,295,Day 12 - Saturday 07:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,300,Day 12 - Saturday 12:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,305,Day 12 - Saturday 17:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,310,Day 12 - Saturday 22:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,315,Day 13 - Sunday 03:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,320,Day 13 - Sunday 08:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,325,Day 13 - Sunday 13:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,330,Day 13 - Sunday 18:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,335,Day 13 - Sunday 23:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,340,Day 14 - Monday 04:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,345,Day 14 - Monday 09:00,4,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,350,Day 14 - Monday 14:00,4,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,355,Day 14 - Monday 19:00,4,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,360,Day 15 - Tuesday 00:00,4,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,365,Day 15 - Tuesday 05:00,4,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,370,Day 15 - Tuesday 10:00,4,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,375,Day 15 - Tuesday 15:00,3,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,380,Day 15 - Tuesday 20:00,3,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,385,Day 16 - Wednesday 01:00,3,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,390,Day 16 - Wednesday 06:00,3,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,395,Day 16 - Wednesday 11:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,400,Day 16 - Wednesday 16:00,0,0,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,405,Day 16 - Wednesday 21:00,0,0,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,410,Day 17 - Thursday 02:00,0,0,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,415,Day 17 - Thursday 07:00,0,0,1,2,1,1,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,420,Day 17 - Thursday 12:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,425,Day 17 - Thursday 17:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,430,Day 17 - Thursday 22:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,435,Day 18 - Friday 03:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,440,Day 18 - Friday 08:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,445,Day 18 - Friday 13:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,450,Day 18 - Friday 18:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,455,Day 18 - Friday 23:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,460,Day 19 - Saturday 04:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,465,Day 19 - Saturday 09:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,470,Day 19 - Saturday 14:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,475,Day 19 - Saturday 19:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,480,Day 20 - Sunday 00:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,485,Day 20 - Sunday 05:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,490,Day 20 - Sunday 10:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,495,Day 20 - Sunday 15:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,500,Day 20 - Sunday 20:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,505,Day 21 - Monday 01:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,510,Day 21 - Monday 06:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,515,Day 21 - Monday 11:00,4,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,520,Day 21 - Monday 16:00,5,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,525,Day 21 - Monday 21:00,5,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,530,Day 22 - Tuesday 02:00,5,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,535,Day 22 - Tuesday 07:00,5,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,540,Day 22 - Tuesday 12:00,6,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,545,Day 22 - Tuesday 17:00,8,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,550,Day 22 - Tuesday 22:00,8,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,555,Day 23 - Wednesday 03:00,8,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,560,Day 23 - Wednesday 08:00,9,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,565,Day 23 - Wednesday 13:00,8,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,570,Day 23 - Wednesday 18:00,8,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,575,Day 23 - Wednesday 23:00,8,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,580,Day 24 - Thursday 04:00,8,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,585,Day 24 - Thursday 09:00,7,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,590,Day 24 - Thursday 14:00,7,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,595,Day 24 - Thursday 19:00,7,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,600,Day 25 - Friday 00:00,7,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,605,Day 25 - Friday 05:00,7,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,610,Day 25 - Friday 10:00,9,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,615,Day 25 - Friday 15:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,620,Day 25 - Friday 20:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,625,Day 26 - Saturday 01:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,630,Day 26 - Saturday 06:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,635,Day 26 - Saturday 11:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,640,Day 26 - Saturday 16:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,645,Day 26 - Saturday 21:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,650,Day 27 - Sunday 02:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,655,Day 27 - Sunday 07:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,660,Day 27 - Sunday 12:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,665,Day 27 - Sunday 17:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,670,Day 27 - Sunday 22:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,675,Day 28 - Monday 03:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,680,Day 28 - Monday 08:00,10,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,685,Day 28 - Monday 13:00,10,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,690,Day 28 - Monday 18:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,695,Day 28 - Monday 23:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,700,Day 29 - Tuesday 04:00,9,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,705,Day 29 - Tuesday 09:00,5,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,710,Day 29 - Tuesday 14:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,715,Day 29 - Tuesday 19:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,720,Day 30 - Wednesday 00:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,725,Day 30 - Wednesday 05:00,1,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,730,Day 30 - Wednesday 10:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,735,Day 30 - Wednesday 15:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,740,Day 30 - Wednesday 20:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,745,Day 31 - Thursday 01:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,750,Day 31 - Thursday 06:00,0,0,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,755,Day 31 - Thursday 11:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,760,Day 31 - Thursday 16:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,765,Day 31 - Thursday 21:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,770,Day 32 - Friday 02:00,1,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,775,Day 32 - Friday 07:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,780,Day 32 - Friday 12:00,2,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,785,Day 32 - Friday 17:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,790,Day 32 - Friday 22:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,795,Day 33 - Saturday 03:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,800,Day 33 - Saturday 08:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,805,Day 33 - Saturday 13:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,810,Day 33 - Saturday 18:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,815,Day 33 - Saturday 23:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,820,Day 34 - Sunday 04:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,825,Day 34 - Sunday 09:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,830,Day 34 - Sunday 14:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,835,Day 34 - Sunday 19:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,840,Day 35 - Monday 00:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,845,Day 35 - Monday 05:00,3,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,850,Day 35 - Monday 10:00,4,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,855,Day 35 - Monday 15:00,4,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,860,Day 35 - Monday 20:00,4,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,865,Day 36 - Tuesday 01:00,4,1,2,1,2,0,2026-07-15T19:35:45.907548
no preemption and +1 spec tech,870,Day 36 - Tuesday 06:00,4,1,2,1,2,0,2026-07-15T19:35:45.907548
