scenario,sim_time,day_time,tech_queue_length,station_queue_length,techs_busy,techs_idle,stations_busy,stations_idle,generated_at
extra gen station,140,Day 5 - Saturday 20:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,145,Day 6 - Sunday 01:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,150,Day 6 - Sunday 06:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,155,Day 6 - Sunday 11:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,160,Day 6 - Sunday 16:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,165,Day 6 - Sunday 21:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,170,Day 7 - Monday 02:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,175,Day 7 - Monday 07:00,6,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,180,Day 7 - Monday 12:00,4,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,185,Day 7 - Monday 17:00,2,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,190,Day 7 - Monday 22:00,2,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,195,Day 8 - Tuesday 03:00,2,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,200,Day 8 - Tuesday 08:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,205,Day 8 - Tuesday 13:00,2,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,210,Day 8 - Tuesday 18:00,1,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,215,Day 8 - Tuesday 23:00,1,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,220,Day 9 - Wednesday 04:00,1,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,225,Day 9 - Wednesday 09:00,1,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,230,Day 9 - Wednesday 14:00,1,0,1,1,1,2,2026-07-15T19:35:45.289013
extra gen station,235,Day 9 - Wednesday 19:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,240,Day 10 - Thursday 00:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,245,Day 10 - Thursday 05:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,250,Day 10 - Thursday 10:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,255,Day 10 - Thursday 15:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,260,Day 10 - Thursday 20:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,265,Day 11 - Friday 01:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,270,Day 11 - Friday 06:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,275,Day 11 - Friday 11:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,280,Day 11 - Friday 16:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,285,Day 11 - Friday 21:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,290,Day 12 - Saturday 02:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,295,Day 12 - Saturday 07:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,300,Day 12 - Saturday 12:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,305,Day 12 - Saturday 17:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,310,Day 12 - Saturday 22:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,315,Day 13 - Sunday 03:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,320,Day 13 - Sunday 08:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,325,Day 13 - Sunday 13:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,330,Day 13 - Sunday 18:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,335,Day 13 - Sunday 23:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,340,Day 14 - Monday 04:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,345,Day 14 - Monday 09:00,6,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,350,Day 14 - Monday 14:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,355,Day 14 - Monday 19:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,360,Day 15 - Tuesday 00:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,365,Day 15 - Tuesday 05:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,370,Day 15 - Tuesday 10:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,375,Day 15 - Tuesday 15:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,380,Day 15 - Tuesday 20:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,385,Day 16 - Wednesday 01:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,390,Day 16 - Wednesday 06:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,395,Day 16 - Wednesday 11:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,400,Day 16 - Wednesday 16:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,405,Day 16 - Wednesday 21:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,410,Day 17 - Thursday 02:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,415,Day 17 - Thursday 07:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,420,Day 17 - Thursday 12:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,425,Day 17 - Thursday 17:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,430,Day 17 - Thursday 22:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,435,Day 18 - Friday 03:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,440,Day 18 - Friday 08:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,445,Day 18 - Friday 13:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,450,Day 18 - Friday 18:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,455,Day 18 - Friday 23:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,460,Day 19 - Saturday 04:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,465,Day 19 - Saturday 09:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,470,Day 19 - Saturday 14:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,475,Day 19 - Saturday 19:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,480,Day 20 - Sunday 00:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,485,Day 20 - Sunday 05:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,490,Day 20 - Sunday 10:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,495,Day 20 - Sunday 15:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,500,Day 20 - Sunday 20:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,505,Day 21 - Monday 01:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,510,Day 21 - Monday 06:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,515,Day 21 - Monday 11:00,6,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,520,Day 21 - Monday 16:00,7,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,525,Day 21 - Monday 21:00,7,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,530,Day 22 - Tuesday 02:00,7,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,535,Day 22 - Tuesday 07:00,7,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,540,Day 22 - Tuesday 12:00,8,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,545,Day 22 - Tuesday 17:00,8,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,550,Day 22 - Tuesday 22:00,8,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,555,Day 23 - Wednesday 03:00,8,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,560,Day 23 - Wednesday 08:00,8,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,565,Day 23 - Wednesday 13:00,9,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,570,Day 23 - Wednesday 18:00,10,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,575,Day 23 - Wednesday 23:00,10,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,580,Day 24 - Thursday 04:00,10,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,585,Day 24 - Thursday 09:00,9,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,590,Day 24 - Thursday 14:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,595,Day 24 - Thursday 19:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,600,Day 25 - Friday 00:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,605,Day 25 - Friday 05:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,610,Day 25 - Friday 10:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,615,Day 25 - Friday 15:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,620,Day 25 - Friday 20:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,625,Day 26 - Saturday 01:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,630,Day 26 - Saturday 06:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,635,Day 26 - Saturday 11:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,640,Day 26 - Saturday 16:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,645,Day 26 - Saturday 21:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,650,Day 27 - Sunday 02:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,655,Day 27 - Sunday 07:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,660,Day 27 - Sunday 12:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,665,Day 27 - Sunday 17:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,670,Day 27 - Sunday 22:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,675,Day 28 - Monday 03:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,680,Day 28 - Monday 08:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,685,Day 28 - Monday 13:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,690,Day 28 - Monday 18:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,695,Day 28 - Monday 23:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,700,Day 29 - Tuesday 04:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,705,Day 29 - Tuesday 09:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,710,Day 29 - Tuesday 14:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,715,Day 29 - Tuesday 19:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,720,Day 30 - Wednesday 00:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,725,Day 30 - Wednesday 05:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,730,Day 30 - Wednesday 10:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,735,Day 30 - Wednesday 15:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,740,Day 30 - Wednesday 20:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,745,Day 31 - Thursday 01:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,750,Day 31 - Thursday 06:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,755,Day 31 - Thursday 11:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,760,Day 31 - Thursday 16:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,765,Day 31 - Thursday 21:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,770,Day 32 - Friday 02:00,0,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,775,Day 32 - Friday 07:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,780,Day 32 - Friday 12:00,1,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,785,Day 32 - Friday 17:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,790,Day 32 - Friday 22:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,795,Day 33 - Saturday 03:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,800,Day 33 - Saturday 08:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,805,Day 33 - Saturday 13:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,810,Day 33 - Saturday 18:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,815,Day 33 - Saturday 23:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,820,Day 34 - Sunday 04:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,825,Day 34 - Sunday 09:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,830,Day 34 - Sunday 14:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,835,Day 34 - Sunday 19:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,840,Day 35 - Monday 00:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,845,Day 35 - Monday 05:00,2,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,850,Day 35 - Monday 10:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,855,Day 35 - Monday 15:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,860,Day 35 - Monday 20:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,865,Day 36 - Tuesday 01:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,870,Day 36 - Tuesday 06:00,3,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,875,Day 36 - Tuesday 11:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,880,Day 36 - Tuesday 16:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,885,Day 36 - Tuesday 21:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,890,Day 37 - Wednesday 02:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,895,Day 37 - Wednesday 07:00,4,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,900,Day 37 - Wednesday 12:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,905,Day 37 - Wednesday 17:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,910,Day 37 - Wednesday 22:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,915,Day 38 - Thursday 03:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,920,Day 38 - Thursday 08:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,925,Day 38 - Thursday 13:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,930,Day 38 - Thursday 18:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,935,Day 38 - Thursday 23:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,940,Day 39 - Friday 04:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,945,Day 39 - Friday 09:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,950,Day 39 - Friday 14:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,955,Day 39 - Friday 19:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,960,Day 40 - Saturday 00:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,965,Day 40 - Saturday 05:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,970,Day 40 - Saturday 10:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,975,Day 40 - Saturday 15:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,980,Day 40 - Saturday 20:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,985,Day 41 - Sunday 01:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,990,Day 41 - Sunday 06:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra gen station,995,Day 41 - Sunday 11:00,5,0,2,0,2,1,2026-07-15T19:35:45.289013
extra spec station,0,Day 0 - Monday 00:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,5,Day 0 - Monday 05:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,10,Day 0 - Monday 10:00,0,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,15,Day 0 - Monday 15:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,20,Day 0 - Monday 20:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,25,Day 1 - Tuesday 01:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,30,Day 1 - Tuesday 06:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,35,Day 1 - Tuesday 11:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,40,Day 1 - Tuesday 16:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,45,Day 1 - Tuesday 21:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,50,Day 2 - Wednesday 02:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,55,Day 2 - Wednesday 07:00,1,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,60,Day 2 - Wednesday 12:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,65,Day 2 - Wednesday 17:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,70,Day 2 - Wednesday 22:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,75,Day 3 - Thursday 03:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,80,Day 3 - Thursday 08:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,85,Day 3 - Thursday 13:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,90,Day 3 - Thursday 18:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,95,Day 3 - Thursday 23:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,100,Day 4 - Friday 04:00,0,0,0,2,0,3,2026-07-15T19:35:45.436049
extra spec station,105,Day 4 - Friday 09:00,1,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,110,Day 4 - Friday 14:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,115,Day 4 - Friday 19:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,120,Day 5 - Saturday 00:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,125,Day 5 - Saturday 05:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,130,Day 5 - Saturday 10:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,135,Day 5 - Saturday 15:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,140,Day 5 - Saturday 20:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,145,Day 6 - Sunday 01:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,150,Day 6 - Sunday 06:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,155,Day 6 - Sunday 11:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,160,Day 6 - Sunday 16:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,165,Day 6 - Sunday 21:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,170,Day 7 - Monday 02:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,175,Day 7 - Monday 07:00,6,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,180,Day 7 - Monday 12:00,4,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,185,Day 7 - Monday 17:00,2,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,190,Day 7 - Monday 22:00,2,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,195,Day 8 - Tuesday 03:00,2,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,200,Day 8 - Tuesday 08:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,205,Day 8 - Tuesday 13:00,2,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,210,Day 8 - Tuesday 18:00,1,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,215,Day 8 - Tuesday 23:00,1,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,220,Day 9 - Wednesday 04:00,1,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,225,Day 9 - Wednesday 09:00,1,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,230,Day 9 - Wednesday 14:00,1,0,1,1,1,2,2026-07-15T19:35:45.436049
extra spec station,235,Day 9 - Wednesday 19:00,1,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,240,Day 10 - Thursday 00:00,1,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,245,Day 10 - Thursday 05:00,1,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,250,Day 10 - Thursday 10:00,4,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,255,Day 10 - Thursday 15:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,260,Day 10 - Thursday 20:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,265,Day 11 - Friday 01:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,270,Day 11 - Friday 06:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,275,Day 11 - Friday 11:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,280,Day 11 - Friday 16:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,285,Day 11 - Friday 21:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,290,Day 12 - Saturday 02:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,295,Day 12 - Saturday 07:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,300,Day 12 - Saturday 12:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,305,Day 12 - Saturday 17:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,310,Day 12 - Saturday 22:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,315,Day 13 - Sunday 03:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,320,Day 13 - Sunday 08:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,325,Day 13 - Sunday 13:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,330,Day 13 - Sunday 18:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,335,Day 13 - Sunday 23:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,340,Day 14 - Monday 04:00,3,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,345,Day 14 - Monday 09:00,6,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,350,Day 14 - Monday 14:00,5,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,355,Day 14 - Monday 19:00,5,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,360,Day 15 - Tuesday 00:00,5,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,365,Day 15 - Tuesday 05:00,5,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,370,Day 15 - Tuesday 10:00,5,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,375,Day 15 - Tuesday 15:00,4,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,380,Day 15 - Tuesday 20:00,4,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,385,Day 16 - Wednesday 01:00,4,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,390,Day 16 - Wednesday 06:00,4,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,395,Day 16 - Wednesday 11:00,5,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,400,Day 16 - Wednesday 16:00,0,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,405,Day 16 - Wednesday 21:00,0,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,410,Day 17 - Thursday 02:00,0,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,415,Day 17 - Thursday 07:00,1,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,420,Day 17 - Thursday 12:00,0,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,425,Day 17 - Thursday 17:00,0,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,430,Day 17 - Thursday 22:00,0,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,435,Day 18 - Friday 03:00,0,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,440,Day 18 - Friday 08:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,445,Day 18 - Friday 13:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,450,Day 18 - Friday 18:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,455,Day 18 - Friday 23:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,460,Day 19 - Saturday 04:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,465,Day 19 - Saturday 09:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,470,Day 19 - Saturday 14:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,475,Day 19 - Saturday 19:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,480,Day 20 - Sunday 00:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,485,Day 20 - Sunday 05:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,490,Day 20 - Sunday 10:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,495,Day 20 - Sunday 15:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
extra spec station,500,Day 20 - Sunday 20:00,2,0,2,0,2,1,2026-07-15T19:35:45.436049
